"course_id","stu_name","stu_no","stu_nusnet_id","stu_email","week_no","res","stu_internal_id"
1,"Student4","A2929777","nusnet172","student4@example.com",5,1,4
1,"Student4","A2929777","nusnet172","student4@example.com",6,1,4
1,"Student4","A2929777","nusnet172","student4@example.com",7,0,4
1,"Student4","A2929777","nusnet172","student4@example.com",8,1,4
1,"Student4","A2929777","nusnet172","student4@example.com",9,0,4
1,"Student4","A2929777","nusnet172","student4@example.com",10,1,4
1,"Student4","A2929777","nusnet172","student4@example.com",11,0,4
1,"Student4","A2929777","nusnet172","student4@example.com",12,1,4
1,"Student4","A2929777","nusnet172","student4@example.com",13,0,4
1,"Student5","A7931128","nusnet782","student5@example.com",1,1,5
1,"Student5","A7931128","nusnet782","student5@example.com",2,0,5
1,"Student5","A7931128","nusnet782","student5@example.com",3,0,5
1,"Student5","A7931128","nusnet782","student5@example.com",4,0,5
1,"Student5","A7931128","nusnet782","student5@example.com",5,0,5
1,"Student5","A7931128","nusnet782","student5@example.com",6,1,5
1,"Student5","A7931128","nusnet782","student5@example.com",7,1,5
1,"Student5","A7931128","nusnet782","student5@example.com",8,1,5
1,"Student5","A7931128","nusnet782","student5@example.com",9,0,5
1,"Student5","A7931128","nusnet782","student5@example.com",10,1,5
1,"Student5","A7931128","nusnet782","student5@example.com",11,0,5
1,"Student5","A7931128","nusnet782","student5@example.com",12,1,5
1,"Student5","A7931128","nusnet782","student5@example.com",13,1,5
1,"Student6","A1999883","nusnet867","student6@example.com",1,0,6
1,"Student6","A1999883","nusnet867","student6@example.com",2,1,6
1,"Student6","A1999883","nusnet867","student6@example.com",3,0,6
1,"Student6","A1999883","nusnet867","student6@example.com",4,0,6
1,"Student6","A1999883","nusnet867","student6@example.com",5,0,6
1,"Student6","A1999883","nusnet867","student6@example.com",6,0,6
1,"Student6","A1999883","nusnet867","student6@example.com",7,1,6
1,"Student6","A1999883","nusnet867","student6@example.com",8,1,6
1,"Student6","A1999883","nusnet867","student6@example.com",9,0,6
1,"Student6","A1999883","nusnet867","student6@example.com",10,1,6
1,"Student6","A1999883","nusnet867","student6@example.com",11,1,6
1,"Student6","A1999883","nusnet867","student6@example.com",12,1,6
1,"Student6","A1999883","nusnet867","student6@example.com",13,1,6
1,"Student7","A1923117","nusnet351","student7@example.com",1,0,7
1,"Student7","A1923117","nusnet351","student7@example.com",2,0,7
1,"Student7","A1923117","nusnet351","student7@example.com",3,1,7
1,"Student7","A1923117","nusnet351","student7@example.com",4,1,7
1,"Student7","A1923117","nusnet351","student7@example.com",5,1,7
1,"Student7","A1923117","nusnet351","student7@example.com",6,1,7
1,"Student7","A1923117","nusnet351","student7@example.com",7,1,7
1,"Student7","A1923117","nusnet351","student7@example.com",8,1,7
1,"Student7","A1923117","nusnet351","student7@example.com",9,1,7
1,"Student7","A1923117","nusnet351","student7@example.com",10,1,7
1,"Student7","A1923117","nusnet351","student7@example.com",11,0,7
1,"Student7","A1923117","nusnet351","student7@example.com",12,0,7
1,"Student7","A1923117","nusnet351","student7@example.com",13,0,7
1,"Student8","A1978705","nusnet844","student8@example.com",1,0,8
1,"Student8","A1978705","nusnet844","student8@example.com",2,1,8
1,"Student8","A1978705","nusnet844","student8@example.com",3,0,8
1,"Student8","A1978705","nusnet844","student8@example.com",4,0,8
1,"Student8","A1978705","nusnet844","student8@example.com",5,0,8
1,"Student8","A1978705","nusnet844","student8@example.com",6,1,8
1,"Student8","A1978705","nusnet844","student8@example.com",7,0,8
1,"Student8","A1978705","nusnet844","student8@example.com",8,0,8
1,"Student8","A1978705","nusnet844","student8@example.com",9,1,8
1,"Student8","A1978705","nusnet844","student8@example.com",10,1,8
1,"Student8","A1978705","nusnet844","student8@example.com",11,0,8
1,"Student8","A1978705","nusnet844","student8@example.com",12,0,8
1,"Student8","A1978705","nusnet844","student8@example.com",13,0,8
1,"Student9","A2305148","nusnet358","student9@example.com",1,1,9
1,"Student9","A2305148","nusnet358","student9@example.com",2,0,9
1,"Student9","A2305148","nusnet358","student9@example.com",3,1,9
1,"Student9","A2305148","nusnet358","student9@example.com",4,0,9
1,"Student9","A2305148","nusnet358","student9@example.com",5,0,9
1,"Student9","A2305148","nusnet358","student9@example.com",6,1,9
1,"Student9","A2305148","nusnet358","student9@example.com",7,0,9
1,"Student9","A2305148","nusnet358","student9@example.com",8,1,9
1,"Student9","A2305148","nusnet358","student9@example.com",9,0,9
1,"Student9","A2305148","nusnet358","student9@example.com",10,1,9
1,"Student9","A2305148","nusnet358","student9@example.com",11,0,9
1,"Student9","A2305148","nusnet358","student9@example.com",12,1,9
1,"Student9","A2305148","nusnet358","student9@example.com",13,1,9
1,"Student10","A5937012","nusnet100","student10@example.com",1,1,10
1,"Student10","A5937012","nusnet100","student10@example.com",2,0,10
1,"Student10","A5937012","nusnet100","student10@example.com",3,1,10
1,"Student10","A5937012","nusnet100","student10@example.com",4,0,10
1,"Student10","A5937012","nusnet100","student10@example.com",5,0,10
1,"Student10","A5937012","nusnet100","student10@example.com",6,0,10
1,"Student10","A5937012","nusnet100","student10@example.com",7,1,10
1,"Student10","A5937012","nusnet100","student10@example.com",8,0,10
1,"Student10","A5937012","nusnet100","student10@example.com",9,0,10
1,"Student10","A5937012","nusnet100","student10@example.com",10,0,10
1,"Student10","A5937012","nusnet100","student10@example.com",11,1,10
1,"Student10","A5937012","nusnet100","student10@example.com",12,0,10
1,"Student10","A5937012","nusnet100","student10@example.com",13,1,10
1,"Student11","A5847503","nusnet740","student11@example.com",1,0,11
1,"Student11","A5847503","nusnet740","student11@example.com",2,1,11
1,"Student11","A5847503","nusnet740","student11@example.com",3,0,11
1,"Student11","A5847503","nusnet740","student11@example.com",4,0,11
1,"Student11","A5847503","nusnet740","student11@example.com",5,1,11
1,"Student11","A5847503","nusnet740","student11@example.com",6,0,11
1,"Student11","A5847503","nusnet740","student11@example.com",7,0,11
1,"Student11","A5847503","nusnet740","student11@example.com",8,0,11
1,"Student11","A5847503","nusnet740","student11@example.com",9,1,11
1,"Student11","A5847503","nusnet740","student11@example.com",10,1,11
1,"Student11","A5847503","nusnet740","student11@example.com",11,1,11
1,"Student11","A5847503","nusnet740","student11@example.com",12,1,11
1,"Student11","A5847503","nusnet740","student11@example.com",13,1,11
1,"Student12","A5349531","nusnet617","student12@example.com",1,0,12
1,"Student12","A5349531","nusnet617","student12@example.com",2,0,12
1,"Student12","A5349531","nusnet617","student12@example.com",3,0,12
1,"Student12","A5349531","nusnet617","student12@example.com",4,1,12
1,"Student12","A5349531","nusnet617","student12@example.com",5,1,12
1,"Student12","A5349531","nusnet617","student12@example.com",6,0,12
1,"Student12","A5349531","nusnet617","student12@example.com",7,1,12
1,"Student12","A5349531","nusnet617","student12@example.com",8,1,12
1,"Student12","A5349531","nusnet617","student12@example.com",9,0,12
1,"Student12","A5349531","nusnet617","student12@example.com",10,1,12
1,"Student12","A5349531","nusnet617","student12@example.com",11,0,12
1,"Student12","A5349531","nusnet617","student12@example.com",12,0,12
1,"Student12","A5349531","nusnet617","student12@example.com",13,1,12
1,"Student13","A1680086","nusnet827","student13@example.com",1,1,13
1,"Student13","A1680086","nusnet827","student13@example.com",2,1,13
1,"Student13","A1680086","nusnet827","student13@example.com",3,1,13
1,"Student13","A1680086","nusnet827","student13@example.com",4,0,13
1,"Student13","A1680086","nusnet827","student13@example.com",5,1,13
1,"Student13","A1680086","nusnet827","student13@example.com",6,0,13
1,"Student13","A1680086","nusnet827","student13@example.com",7,0,13
1,"Student13","A1680086","nusnet827","student13@example.com",8,1,13
1,"Student13","A1680086","nusnet827","student13@example.com",9,1,13
1,"Student13","A1680086","nusnet827","student13@example.com",10,1,13
1,"Student13","A1680086","nusnet827","student13@example.com",11,1,13
1,"Student13","A1680086","nusnet827","student13@example.com",12,0,13
1,"Student13","A1680086","nusnet827","student13@example.com",13,0,13
1,"Student14","A5432869","nusnet591","student14@example.com",1,1,14
1,"Student14","A5432869","nusnet591","student14@example.com",2,0,14
1,"Student14","A5432869","nusnet591","student14@example.com",3,0,14
1,"Student14","A5432869","nusnet591","student14@example.com",4,1,14
1,"Student14","A5432869","nusnet591","student14@example.com",5,1,14
1,"Student14","A5432869","nusnet591","student14@example.com",6,0,14
1,"Student14","A5432869","nusnet591","student14@example.com",7,1,14
1,"Student14","A5432869","nusnet591","student14@example.com",8,0,14
1,"Student14","A5432869","nusnet591","student14@example.com",9,1,14
1,"Student14","A5432869","nusnet591","student14@example.com",10,1,14
1,"Student14","A5432869","nusnet591","student14@example.com",11,0,14
1,"Student14","A5432869","nusnet591","student14@example.com",12,1,14
1,"Student14","A5432869","nusnet591","student14@example.com",13,1,14
1,"Student15","A7407778","nusnet237","student15@example.com",1,1,15
1,"Student15","A7407778","nusnet237","student15@example.com",2,0,15
1,"Student15","A7407778","nusnet237","student15@example.com",3,0,15
1,"Student15","A7407778","nusnet237","student15@example.com",4,1,15
1,"Student15","A7407778","nusnet237","student15@example.com",5,1,15
1,"Student15","A7407778","nusnet237","student15@example.com",6,1,15
1,"Student15","A7407778","nusnet237","student15@example.com",7,0,15
1,"Student15","A7407778","nusnet237","student15@example.com",8,1,15
1,"Student15","A7407778","nusnet237","student15@example.com",9,0,15
1,"Student15","A7407778","nusnet237","student15@example.com",10,1,15
1,"Student15","A7407778","nusnet237","student15@example.com",11,0,15
1,"Student15","A7407778","nusnet237","student15@example.com",12,0,15
1,"Student15","A7407778","nusnet237","student15@example.com",13,1,15
1,"Student16","A9565067","nusnet826","student16@example.com",1,1,16
1,"Student16","A9565067","nusnet826","student16@example.com",2,0,16
1,"Student16","A9565067","nusnet826","student16@example.com",3,0,16
1,"Student16","A9565067","nusnet826","student16@example.com",4,1,16
1,"Student16","A9565067","nusnet826","student16@example.com",5,0,16
1,"Student16","A9565067","nusnet826","student16@example.com",6,1,16
1,"Student16","A9565067","nusnet826","student16@example.com",7,1,16
1,"Student16","A9565067","nusnet826","student16@example.com",8,1,16
1,"Student16","A9565067","nusnet826","student16@example.com",9,1,16
1,"Student16","A9565067","nusnet826","student16@example.com",10,0,16
1,"Student16","A9565067","nusnet826","student16@example.com",11,1,16
1,"Student16","A9565067","nusnet826","student16@example.com",12,0,16
1,"Student16","A9565067","nusnet826","student16@example.com",13,1,16
1,"Student17","A8762567","nusnet438","student17@example.com",1,0,17
1,"Student17","A8762567","nusnet438","student17@example.com",2,0,17
1,"Student17","A8762567","nusnet438","student17@example.com",3,0,17
1,"Student17","A8762567","nusnet438","student17@example.com",4,1,17
1,"Student17","A8762567","nusnet438","student17@example.com",5,1,17
1,"Student17","A8762567","nusnet438","student17@example.com",6,0,17
1,"Student17","A8762567","nusnet438","student17@example.com",7,1,17
1,"Student17","A8762567","nusnet438","student17@example.com",8,0,17
1,"Student17","A8762567","nusnet438","student17@example.com",9,1,17
1,"Student17","A8762567","nusnet438","student17@example.com",10,1,17
1,"Student17","A8762567","nusnet438","student17@example.com",11,1,17
1,"Student17","A8762567","nusnet438","student17@example.com",12,1,17
1,"Student17","A8762567","nusnet438","student17@example.com",13,1,17
1,"Student18","A1420135","nusnet326","student18@example.com",1,1,18
1,"Student18","A1420135","nusnet326","student18@example.com",2,0,18
1,"Student18","A1420135","nusnet326","student18@example.com",3,1,18
1,"Student18","A1420135","nusnet326","student18@example.com",4,0,18
1,"Student18","A1420135","nusnet326","student18@example.com",5,0,18
1,"Student18","A1420135","nusnet326","student18@example.com",6,1,18
1,"Student18","A1420135","nusnet326","student18@example.com",7,1,18
1,"Student18","A1420135","nusnet326","student18@example.com",8,0,18
1,"Student18","A1420135","nusnet326","student18@example.com",9,1,18
1,"Student18","A1420135","nusnet326","student18@example.com",10,0,18
1,"Student18","A1420135","nusnet326","student18@example.com",11,1,18
1,"Student18","A1420135","nusnet326","student18@example.com",12,1,18
1,"Student18","A1420135","nusnet326","student18@example.com",13,1,18
1,"Student19","A3771314","nusnet232","student19@example.com",1,0,19
1,"Student19","A3771314","nusnet232","student19@example.com",2,1,19
1,"Student19","A3771314","nusnet232","student19@example.com",3,1,19
1,"Student19","A3771314","nusnet232","student19@example.com",4,0,19
1,"Student19","A3771314","nusnet232","student19@example.com",5,1,19
1,"Student19","A3771314","nusnet232","student19@example.com",6,1,19
1,"Student19","A3771314","nusnet232","student19@example.com",7,0,19
1,"Student19","A3771314","nusnet232","student19@example.com",8,1,19
1,"Student19","A3771314","nusnet232","student19@example.com",9,0,19
1,"Student19","A3771314","nusnet232","student19@example.com",10,1,19
1,"Student19","A3771314","nusnet232","student19@example.com",11,1,19
1,"Student19","A3771314","nusnet232","student19@example.com",12,1,19
1,"Student19","A3771314","nusnet232","student19@example.com",13,0,19
1,"Student20","A5194392","nusnet729","student20@example.com",1,1,20
1,"Student20","A5194392","nusnet729","student20@example.com",2,0,20
1,"Student20","A5194392","nusnet729","student20@example.com",3,1,20
1,"Student20","A5194392","nusnet729","student20@example.com",4,0,20
1,"Student20","A5194392","nusnet729","student20@example.com",5,1,20
1,"Student20","A5194392","nusnet729","student20@example.com",6,1,20
1,"Student20","A5194392","nusnet729","student20@example.com",7,1,20
1,"Student20","A5194392","nusnet729","student20@example.com",8,0,20
1,"Student20","A5194392","nusnet729","student20@example.com",9,0,20
1,"Student20","A5194392","nusnet729","student20@example.com",10,0,20
1,"Student20","A5194392","nusnet729","student20@example.com",11,1,20
1,"Student20","A5194392","nusnet729","student20@example.com",12,0,20
1,"Student20","A5194392","nusnet729","student20@example.com",13,1,20
1,"Student21","A8752243","nusnet565","student21@example.com",1,0,21
1,"Student21","A8752243","nusnet565","student21@example.com",2,0,21
1,"Student21","A8752243","nusnet565","student21@example.com",3,0,21
1,"Student21","A8752243","nusnet565","student21@example.com",4,1,21
1,"Student21","A8752243","nusnet565","student21@example.com",5,0,21
1,"Student21","A8752243","nusnet565","student21@example.com",6,0,21
1,"Student21","A8752243","nusnet565","student21@example.com",7,0,21
1,"Student21","A8752243","nusnet565","student21@example.com",8,1,21
1,"Student21","A8752243","nusnet565","student21@example.com",9,1,21
1,"Student21","A8752243","nusnet565","student21@example.com",10,1,21
1,"Student21","A8752243","nusnet565","student21@example.com",11,1,21
1,"Student21","A8752243","nusnet565","student21@example.com",12,1,21
1,"Student21","A8752243","nusnet565","student21@example.com",13,1,21
1,"Student22","A6096724","nusnet557","student22@example.com",1,1,22
1,"Student22","A6096724","nusnet557","student22@example.com",2,0,22
1,"Student22","A6096724","nusnet557","student22@example.com",3,0,22
1,"Student22","A6096724","nusnet557","student22@example.com",4,1,22
1,"Student22","A6096724","nusnet557","student22@example.com",5,1,22
1,"Student22","A6096724","nusnet557","student22@example.com",6,1,22
1,"Student22","A6096724","nusnet557","student22@example.com",7,1,22
1,"Student22","A6096724","nusnet557","student22@example.com",8,0,22
1,"Student22","A6096724","nusnet557","student22@example.com",9,1,22
1,"Student22","A6096724","nusnet557","student22@example.com",10,1,22
1,"Student22","A6096724","nusnet557","student22@example.com",11,0,22
1,"Student22","A6096724","nusnet557","student22@example.com",12,1,22
1,"Student22","A6096724","nusnet557","student22@example.com",13,0,22
1,"Student23","A9297773","nusnet609","student23@example.com",1,0,23
1,"Student23","A9297773","nusnet609","student23@example.com",2,0,23
1,"Student23","A9297773","nusnet609","student23@example.com",3,1,23
1,"Student23","A9297773","nusnet609","student23@example.com",4,0,23
1,"Student23","A9297773","nusnet609","student23@example.com",5,0,23
1,"Student23","A9297773","nusnet609","student23@example.com",6,0,23
1,"Student23","A9297773","nusnet609","student23@example.com",7,1,23
1,"Student23","A9297773","nusnet609","student23@example.com",8,1,23
1,"Student23","A9297773","nusnet609","student23@example.com",9,0,23
1,"Student23","A9297773","nusnet609","student23@example.com",10,0,23
1,"Student23","A9297773","nusnet609","student23@example.com",11,1,23
1,"Student23","A9297773","nusnet609","student23@example.com",12,0,23
1,"Student23","A9297773","nusnet609","student23@example.com",13,0,23
1,"Student24","A1780371","nusnet631","student24@example.com",1,0,24
1,"Student24","A1780371","nusnet631","student24@example.com",2,1,24
1,"Student24","A1780371","nusnet631","student24@example.com",3,1,24
1,"Student24","A1780371","nusnet631","student24@example.com",4,1,24
1,"Student24","A1780371","nusnet631","student24@example.com",5,1,24
1,"Student24","A1780371","nusnet631","student24@example.com",6,1,24
1,"Student24","A1780371","nusnet631","student24@example.com",7,1,24
1,"Student24","A1780371","nusnet631","student24@example.com",8,1,24
1,"Student24","A1780371","nusnet631","student24@example.com",9,0,24
1,"Student24","A1780371","nusnet631","student24@example.com",10,0,24
1,"Student24","A1780371","nusnet631","student24@example.com",11,0,24
1,"Student24","A1780371","nusnet631","student24@example.com",12,1,24
1,"Student24","A1780371","nusnet631","student24@example.com",13,1,24
1,"Student25","A5485450","nusnet607","student25@example.com",1,1,25
1,"Student25","A5485450","nusnet607","student25@example.com",2,1,25
1,"Student25","A5485450","nusnet607","student25@example.com",3,0,25
1,"Student25","A5485450","nusnet607","student25@example.com",4,1,25
1,"Student25","A5485450","nusnet607","student25@example.com",5,1,25
1,"Student25","A5485450","nusnet607","student25@example.com",6,1,25
1,"Student25","A5485450","nusnet607","student25@example.com",7,0,25
1,"Student25","A5485450","nusnet607","student25@example.com",8,0,25
1,"Student25","A5485450","nusnet607","student25@example.com",9,0,25
1,"Student25","A5485450","nusnet607","student25@example.com",10,0,25
1,"Student25","A5485450","nusnet607","student25@example.com",11,0,25
1,"Student25","A5485450","nusnet607","student25@example.com",12,1,25
1,"Student25","A5485450","nusnet607","student25@example.com",13,1,25
2,"Student1","A2638036","nusnet892","student1@example.com",1,1,1
2,"Student1","A2638036","nusnet892","student1@example.com",2,1,1
2,"Student1","A2638036","nusnet892","student1@example.com",3,1,1
2,"Student1","A2638036","nusnet892","student1@example.com",4,0,1
2,"Student1","A2638036","nusnet892","student1@example.com",5,1,1
2,"Student1","A2638036","nusnet892","student1@example.com",6,1,1
2,"Student1","A2638036","nusnet892","student1@example.com",7,1,1
2,"Student1","A2638036","nusnet892","student1@example.com",8,1,1
2,"Student1","A2638036","nusnet892","student1@example.com",9,1,1
2,"Student1","A2638036","nusnet892","student1@example.com",10,0,1
2,"Student1","A2638036","nusnet892","student1@example.com",11,1,1
2,"Student1","A2638036","nusnet892","student1@example.com",12,1,1
2,"Student1","A2638036","nusnet892","student1@example.com",13,0,1
2,"Student2","A7346286","nusnet877","student2@example.com",1,0,2
2,"Student2","A7346286","nusnet877","student2@example.com",2,1,2
2,"Student2","A7346286","nusnet877","student2@example.com",3,1,2
2,"Student2","A7346286","nusnet877","student2@example.com",4,1,2
2,"Student2","A7346286","nusnet877","student2@example.com",5,0,2
2,"Student2","A7346286","nusnet877","student2@example.com",6,0,2
2,"Student2","A7346286","nusnet877","student2@example.com",7,0,2
2,"Student2","A7346286","nusnet877","student2@example.com",8,1,2
2,"Student2","A7346286","nusnet877","student2@example.com",9,0,2
2,"Student2","A7346286","nusnet877","student2@example.com",10,0,2
2,"Student2","A7346286","nusnet877","student2@example.com",11,1,2
2,"Student2","A7346286","nusnet877","student2@example.com",12,0,2
2,"Student2","A7346286","nusnet877","student2@example.com",13,0,2
2,"Student3","A2870042","nusnet810","student3@example.com",1,1,3
2,"Student3","A2870042","nusnet810","student3@example.com",2,1,3
2,"Student3","A2870042","nusnet810","student3@example.com",3,0,3
2,"Student3","A2870042","nusnet810","student3@example.com",4,1,3
2,"Student3","A2870042","nusnet810","student3@example.com",5,1,3
2,"Student3","A2870042","nusnet810","student3@example.com",6,1,3
2,"Student3","A2870042","nusnet810","student3@example.com",7,1,3
2,"Student3","A2870042","nusnet810","student3@example.com",8,1,3
2,"Student3","A2870042","nusnet810","student3@example.com",9,0,3
2,"Student3","A2870042","nusnet810","student3@example.com",10,1,3
2,"Student3","A2870042","nusnet810","student3@example.com",11,1,3
2,"Student3","A2870042","nusnet810","student3@example.com",12,0,3
2,"Student3","A2870042","nusnet810","student3@example.com",13,0,3
2,"Student4","A1238054","nusnet128","student4@example.com",1,1,4
2,"Student4","A1238054","nusnet128","student4@example.com",2,0,4
2,"Student4","A1238054","nusnet128","student4@example.com",3,0,4
2,"Student4","A1238054","nusnet128","student4@example.com",4,1,4
2,"Student4","A1238054","nusnet128","student4@example.com",5,0,4
2,"Student4","A1238054","nusnet128","student4@example.com",6,0,4
2,"Student4","A1238054","nusnet128","student4@example.com",7,0,4
2,"Student4","A1238054","nusnet128","student4@example.com",8,0,4
2,"Student4","A1238054","nusnet128","student4@example.com",9,1,4
2,"Student4","A1238054","nusnet128","student4@example.com",10,1,4
2,"Student4","A1238054","nusnet128","student4@example.com",11,1,4
2,"Student4","A1238054","nusnet128","student4@example.com",12,1,4
2,"Student4","A1238054","nusnet128","student4@example.com",13,1,4
2,"Student5","A1933577","nusnet747","student5@example.com",1,0,5
2,"Student5","A1933577","nusnet747","student5@example.com",2,1,5
2,"Student5","A1933577","nusnet747","student5@example.com",3,1,5
2,"Student5","A1933577","nusnet747","student5@example.com",4,0,5
2,"Student5","A1933577","nusnet747","student5@example.com",5,1,5
2,"Student5","A1933577","nusnet747","student5@example.com",6,0,5
2,"Student5","A1933577","nusnet747","student5@example.com",7,1,5
2,"Student5","A1933577","nusnet747","student5@example.com",8,0,5
2,"Student5","A1933577","nusnet747","student5@example.com",9,1,5
2,"Student5","A1933577","nusnet747","student5@example.com",10,1,5
2,"Student5","A1933577","nusnet747","student5@example.com",11,1,5
2,"Student5","A1933577","nusnet747","student5@example.com",12,1,5
2,"Student5","A1933577","nusnet747","student5@example.com",13,0,5
2,"Student6","A6028073","nusnet917","student6@example.com",1,0,6
2,"Student6","A6028073","nusnet917","student6@example.com",2,0,6
2,"Student6","A6028073","nusnet917","student6@example.com",3,1,6
2,"Student6","A6028073","nusnet917","student6@example.com",4,1,6
2,"Student6","A6028073","nusnet917","student6@example.com",5,0,6
2,"Student6","A6028073","nusnet917","student6@example.com",6,1,6
2,"Student6","A6028073","nusnet917","student6@example.com",7,0,6
2,"Student6","A6028073","nusnet917","student6@example.com",8,0,6
2,"Student6","A6028073","nusnet917","student6@example.com",9,1,6
2,"Student6","A6028073","nusnet917","student6@example.com",10,1,6
2,"Student6","A6028073","nusnet917","student6@example.com",11,0,6
2,"Student6","A6028073","nusnet917","student6@example.com",12,0,6
2,"Student6","A6028073","nusnet917","student6@example.com",13,0,6
2,"Student7","A1070896","nusnet934","student7@example.com",1,0,7
2,"Student7","A1070896","nusnet934","student7@example.com",2,1,7
2,"Student7","A1070896","nusnet934","student7@example.com",3,1,7
2,"Student7","A1070896","nusnet934","student7@example.com",4,1,7
2,"Student7","A1070896","nusnet934","student7@example.com",5,1,7
2,"Student7","A1070896","nusnet934","student7@example.com",6,0,7
2,"Student7","A1070896","nusnet934","student7@example.com",7,0,7
2,"Student7","A1070896","nusnet934","student7@example.com",8,0,7
2,"Student7","A1070896","nusnet934","student7@example.com",9,0,7
2,"Student7","A1070896","nusnet934","student7@example.com",10,1,7
2,"Student7","A1070896","nusnet934","student7@example.com",11,1,7
2,"Student7","A1070896","nusnet934","student7@example.com",12,1,7
2,"Student7","A1070896","nusnet934","student7@example.com",13,0,7
2,"Student8","A4595769","nusnet855","student8@example.com",1,1,8
2,"Student8","A4595769","nusnet855","student8@example.com",2,1,8
2,"Student8","A4595769","nusnet855","student8@example.com",3,1,8
2,"Student8","A4595769","nusnet855","student8@example.com",4,1,8
2,"Student8","A4595769","nusnet855","student8@example.com",5,1,8
2,"Student8","A4595769","nusnet855","student8@example.com",6,0,8
2,"Student8","A4595769","nusnet855","student8@example.com",7,1,8
2,"Student8","A4595769","nusnet855","student8@example.com",8,0,8
2,"Student8","A4595769","nusnet855","student8@example.com",9,0,8
2,"Student8","A4595769","nusnet855","student8@example.com",10,0,8
2,"Student8","A4595769","nusnet855","student8@example.com",11,1,8
2,"Student8","A4595769","nusnet855","student8@example.com",12,0,8
2,"Student8","A4595769","nusnet855","student8@example.com",13,0,8
2,"Student9","A5342853","nusnet298","student9@example.com",1,0,9
2,"Student9","A5342853","nusnet298","student9@example.com",2,1,9
2,"Student9","A5342853","nusnet298","student9@example.com",3,0,9
2,"Student9","A5342853","nusnet298","student9@example.com",4,0,9
2,"Student9","A5342853","nusnet298","student9@example.com",5,0,9
2,"Student9","A5342853","nusnet298","student9@example.com",6,1,9
2,"Student9","A5342853","nusnet298","student9@example.com",7,1,9
2,"Student9","A5342853","nusnet298","student9@example.com",8,0,9
2,"Student9","A5342853","nusnet298","student9@example.com",9,1,9
2,"Student9","A5342853","nusnet298","student9@example.com",10,1,9
2,"Student9","A5342853","nusnet298","student9@example.com",11,1,9
2,"Student9","A5342853","nusnet298","student9@example.com",12,1,9
2,"Student9","A5342853","nusnet298","student9@example.com",13,0,9
2,"Student10","A7482782","nusnet278","student10@example.com",1,1,10
2,"Student10","A7482782","nusnet278","student10@example.com",2,0,10
2,"Student10","A7482782","nusnet278","student10@example.com",3,1,10
2,"Student10","A7482782","nusnet278","student10@example.com",4,0,10
2,"Student10","A7482782","nusnet278","student10@example.com",5,1,10
2,"Student10","A7482782","nusnet278","student10@example.com",6,1,10
